zip,donations,total,population
21204,570.359698856771,511605.4999999996,21518
21205,64.21383647798743,23248.110000000015,15900
21206,126.14670021288948,111044.22,51670
21207,260.74544012688347,198563.10000000015,50440
21208,609.8432228616789,700900.8699999987,35273
21209,935.4669648160442,644100.539999995,28621
21210,1583.3540681761633,1443604.7700000436,16076
21211,848.8719415316174,433904.2699999998,15735
21212,754.6434371770264,1146181.100000002,33865
21213,121.42110079748987,75637.8300000001,30596
21214,347.318379027047,156481.40000000066,21666
21215,183.07583377208113,148706.3900000006,55081
21216,133.53983224863399,59446.779999999984,28733
21217,206.73164788303382,338081.31999999844,32830
21218,679.589361517803,1018091.8099999998,46172
21219,130.31521049291305,28739.510000000017,9454
21220,81.35485913263692,75693.55000000031,41067
21221,77.56748371082841,65432.59999999995,41899
21222,66.30843255013522,62814.88999999995,56946
21223,72.72230818239737,27742.830000000005,21974
21224,246.91408652860363,379731.1799999997,48770
21225,73.61483131188491,27074.09999999997,33227
21226,94.93954321540528,12090.19,6699
21227,125.46412744041203,96694.33000000005,33396
21228,533.617864800356,597323.7399999986,49438
21229,181.69758388969836,157636.48000000007,45983
21230,394.9154560609669,623503.7299999964,33592
21231,501.7603420093046,281612.8999999996,15906
21232,NA,414.4,NA
21233,NA,238,NA
21234,188.37182212644515,250143.7600000003,68678
21235,NA,268,NA
21236,148.6919027590403,122992.59000000026,37803
21237,121.94180999839254,79481.20000000007,31105
21238,NA,734,NA
21239,388.68062236671864,161538.66000000044,30143
21240,Inf,522,0
21241,NA,25,NA
21243,NA,168,NA
21244,259.91273003225194,141657.7900000002,36897
21245,NA,176,NA
21246,NA,1031,NA
21249,NA,22,NA
21250,2.046663937781416,206,2443
21251,5.447941888619854,134,1652
21252,4.411764705882353,120,2040
21253,NA,100,NA
21255,NA,5,NA
21257,NA,1454.5,NA
21261,NA,135,NA
21262,NA,45,NA
21265,NA,1000,NA
21271,NA,12,NA
21275,NA,100,NA
21281,NA,10,NA
21282,NA,5933.99,NA
21284,NA,3867.14,NA
21285,NA,650,NA
21286,649.7894576632337,415242.91999999946,19711
21287,NA,1663,NA
21288,NA,25,NA
2129,NA,12,NA
21291,NA,300,NA
21294,NA,100,NA
21296,NA,335.5,NA
21297,NA,122,NA
21298,NA,100,NA
21299,NA,105,NA
2130,NA,163.31,NA
21301,NA,230,NA
21302,NA,525,NA
21303,NA,464.66,NA
21304,NA,1173.9400000000005,NA
21305,NA,100,NA
21306,NA,73,NA
21307,NA,55,NA
21308,NA,103,NA
21309,NA,70,NA
21310,NA,120.62,NA
21311,NA,34.17,NA
21312,NA,210,NA
21315,NA,57,NA
21316,NA,125,NA
21317,NA,33,NA
21318,NA,2430.24,NA
21320,NA,728.15,NA
21323,NA,14.38,NA
21328,NA,300,NA
21330,NA,50,NA
21331,NA,80,NA
21332,NA,29,NA
21334,NA,63,NA
21336,NA,140,NA
2134,NA,100,NA
21344,NA,25,NA
21346,NA,29,NA
21386,NA,170,NA
21401,947.0196968134475,1649639.400000007,38788
21402,26.625386996904027,9181.1,6460
21403,804.5038119033891,1333098.2500000054,31218
21404,NA,8654.399999999998,NA
21405,4336.683417085427,51961.95999999998,398
21406,NA,850,NA
21407,NA,1010,NA
21408,NA,263,NA
21409,590.9138002486532,445531.4299999982,19304
21410,NA,100,NA
21412,NA,91.07,NA
21428,NA,210,NA
21430,NA,40,NA
21442,NA,150,NA
21491,NA,660,NA
21493,NA,133,NA
21498,NA,130,NA
21501,NA,625,NA
21502,174.74541751527494,116830.50000000042,41735
21503,NA,648.06,NA
21504,NA,50,NA
21509,NA,970,NA
2152,NA,25,NA
21520,98.3524712930604,8828.130000000001,2003
21521,44.80135249366018,890.1600000000001,1183
21523,33.333333333333336,46,180
21524,6.016847172081829,7,831
21529,70.66381156316918,886,467
21530,247.00988039521582,11216.91,1923
21531,109.5183486238532,4804.52,1744
21532,120.982204441992,43536.08000000003,14498
21533,NA,55.239999999999995,NA
21536,116.96787148594377,10208.63,3984
21538,32.38095238095238,85,525
21539,10.510510510510512,785.4200000000001,2664
21540,11.11111111111111,56.18,90
21541,248.046875,19362.08,1536
21545,31.055900621118013,972.24,1771
21550,135.82745864451735,54859.00000000003,14327
21555,152.5649566955363,5493.5,1501
21557,44.597989949748744,1640.1999999999998,1592
21560,NA,127.17,NA
21561,314.38127090301003,17515.689999999995,2392
21562,58.96088733216579,2810.76,3426
21565,NA,8,NA
21574,NA,110,NA
21591,NA,1,NA
21592,NA,63,NA
21601,676.6218184934442,628699.1599999968,23338
21602,NA,529,NA
21604,NA,25,NA
21607,2.5974025974025974,350,770
21610,677.1844660194175,3615.8,412
21612,388.60971524288107,8710.380000000001,597
21613,230.3242769500438,120616.02999999994,17115
21614,NA,17,NA
21615,NA,12,NA
21617,289.91835959749386,57825.34999999997,10534
21618,NA,30,NA
21619,617.2050440490585,96216.21999999994,5789
21620,578.4125028870583,422426.1699999993,12989
21622,24.147727272727273,546.72,704
21623,125.44483985765126,7916.639999999999,2248
21624,1426.086956521739,8929.2,115
21625,107.45522698875469,8292.2,2401
21627,1000,28,4
21628,367.28395061728395,2211.88,324
21629,127.43026204564667,24259.210000000006,9464
21631,34.711964549483014,3551.46,2708
21632,128.8020390824129,8827.550000000001,5885
21635,310.1522842639594,12718.539999999995,1970
21636,69.29510155316606,1112,837
21638,213.12416299980868,33617.01,5227
21639,103.3271719038817,10110.96,5410
21640,96.11451942740285,3286.5,1467
21641,195.40229885057474,197,87
21643,124.24445936870383,13598.149999999998,5956
21645,145.724907063197,5711.840000000006,1345
21647,1778.7114845938374,15435.859999999995,357
21648,31.746031746031743,240,126
21649,45.37205081669691,2484.55,2204
21650,750,8666,296
21651,110.69698099142751,5999.56,2683
21652,1671.1409395973153,5809.5,149
21653,781.25,1085,96
21654,5169.533169533169,175200.69,1221
21655,89.64938064245223,15772.760000000002,4763
21657,83.90646492434662,2836.7200000000003,727
21658,219.29614555901364,52629.99000000004,4177
21659,0.6626905235255136,10,1509
21660,165.55835817473059,14024.06,4361
21661,496.84601113172545,25956.929999999997,2695
21662,2224.932249322493,71666.80999999998,369
21663,860.8344549125169,165478.48000000045,3715
21664,74.4466800804829,803,497
21665,726.8041237113401,8093.42,194
21666,265.17120998291614,104492.80000000018,13463
21667,1745.0980392156862,7539.389999999999,255
21668,83.94781622234828,2688.7899999999995,1763
21669,1280.701754385965,4473.520000000004,114
21670,NA,29,NA
21671,491.33663366336634,13720.66,808
21672,40.26845637583892,92,149
21673,144.7499171911229,18756.35,3019
21676,212.53405994550408,9237.36,367
21677,48.359240069084635,1214,579
21678,683.6668818592641,22807.97999999999,1549
21679,783.0882352941177,5971.209999999999,272
21691,NA,100,NA
21701,648.7887470695493,631639.1800000038,38390
21702,411.56030578254934,430403.05999999936,41729
21703,235.53228244439646,203219.95000000024,37048
21704,344.21653113241894,213888.01000000007,16478
21705,112250,9141.1,4
21706,NA,10,NA
21710,311.32659376934186,45716.58000000003,4847
21711,26.33889376646181,741,1139
21713,183.28489828640144,40567.68999999998,9979
21714,2379.8882681564246,15300.23,179
21715,NA,4130,NA
21716,403.6310287914909,47591.569999999985,5453
21717,769.8412698412699,3016.26,126
21718,988.0239520958085,4618.8,167
21719,107.07635009310987,1636.0099999999998,1074
21720,NA,1214,NA
21721,NA,63,NA
21722,38.81671623102207,4822.030000000004,6389
21723,330.24691358024694,7010.54,648
21727,87.00646087580762,16539.529999999995,6965
21728,NA,89,NA
21730,NA,300,NA
21733,96.15384615384616,2380.62,988
21734,163.0952380952381,2700,840
21737,460.8239095315024,42184.98,2476
21738,552.4475524475524,91235.83999999994,3861
21740,149.10869636584485,156266.82999999897,60922
21741,NA,1301,NA
21742,280.5385190725505,180980.25000000055,33425
21743,NA,188.43,NA
21748,NA,112,NA
21749,NA,303,NA
21750,419.32928439397944,25647.73999999999,3787
21752,NA,40,NA
21753,NA,294,NA
21754,486.01939019249687,99558.51999999968,7117
21755,395.30026109660577,65008.77999999997,5745
21756,242.44505494505495,23079.649999999976,2912
21757,43.95205230657464,3157.34,2753
21758,416.59445407279026,35589.54000000006,4616
21759,NA,67,NA
21762,969.4656488549617,4213.839999999999,131
21764,NA,25,NA
21765,NA,2593.999999999999,NA
21766,42.42424242424243,1177.77,660
21767,113.8328530259366,3614.53,694
21768,NA,125,NA
21769,318.16649814627567,108657.45999999992,11868
21770,323.026851098454,51007.11,6145
21771,284.7988267550851,209328.0900000004,31366
21772,NA,183,NA
21773,313.10140636565507,26795.68000000001,5404
21774,380.0851813775885,144050.66000000012,13618
21775,NA,1112,NA
21776,192.60224865569498,21786.81,6137
21777,348.3309143686502,13418.1,2067
21778,201.07526881720432,2955.6699999999983,930
21779,277.4532710280374,6884.26,1712
21780,121.78111587982833,6613.8499999999995,1864
21781,15.625,110,128
21782,284.95860165593376,23007.480000000003,4348
21783,111.23793711736018,22073.15,9637
21784,264.63655300953843,257843.1300000003,36484
21785,NA,1329,NA
21786,NA,5,NA
21787,92.60349225034334,30285.629999999997,10194
21788,230.12825749530268,109285.4999999998,12241
21789,NA,100,NA
21790,48.07692307692308,349.24,104
21791,252.55905511811022,18969.599999999995,5080
21792,NA,355,NA
21793,220.57840985014795,63179.49999999996,10477
21794,295.7553628480146,27815.850000000013,2191
21795,175.08196721311475,25785.01000000001,9150
21797,376.72353353587283,169015.33999999994,8558
21798,137.23051409618574,18457.95,2412
21801,148.86129739061153,130242.52999999998,30122
21802,1979.5918367346937,2387.96,98
21803,NA,1374.16,NA
21804,199.88956377691883,177007.2200000002,39842
21805,NA,225,NA
21806,NA,25,NA
21808,NA,149,NA
21810,4.573170731707317,90,656
21811,401.58482509443263,276675.0200000005,24356
21812,NA,255,NA
21813,383.91502276176027,18157.769999999997,2636
21814,1000,5105.589999999998,274
21816,NA,125,NA
21817,73.4636213797975,6336.919999999993,4247
21818,NA,100,NA
21820,NA,43,NA
21821,185.85131894484414,2020.34,834
21822,413.88343156516044,12221.479999999998,1527
21823,NA,150,NA
21824,88.39779005524862,166,181
21826,134.85047959375586,10358.839999999998,5317
21829,42.821158690176325,435,397
21830,79.95824634655533,9341.89,4790
21835,91.78743961352657,79,207
21837,153.22095123419626,5382.609999999997,3322
21838,30.470914127423825,1579,1805
21840,167.1388101983003,936.9400000000002,353
21841,239.86254295532646,6055.21,1455
21842,231.54394299287412,52256.51999999999,10525
21843,NA,5810.200000000001,NA
21849,147.8546050833561,11445.820000000002,3659
21850,31.958163858221962,1634.26,3442
21851,111.92483073096588,13798.000000000004,7237
21852,NA,20,NA
21853,48.52671155023171,8938.869999999994,11437
21854,NA,10,NA
21855,NA,50,NA
21856,230.9299895506792,2715.48,957
21858,NA,98.28,NA
21861,61.135371179039296,1238.16,687
21862,23.25581395348837,20,86
21863,169.94320664045435,15254.77,4578
21864,91.75738724727839,2239.66,643
21865,655.8891454965358,5664.640000000003,433
21867,130.43478260869566,104,23
21869,154.1125541125541,1823.8399999999983,1155
21871,66.46971935007386,2733.2100000000005,2031
21872,87.17948717948717,683.82,585
21873,NA,30,NA
21874,72.50912884715702,1668.7499999999998,1917
21875,120.41219649915303,14828.73,7084
21876,NA,20,NA
21877,NA,41,NA
21893,NA,55,NA
21894,NA,96,NA
21898,NA,85,NA
2190,NA,536.65,NA
21901,117.89307109754719,51409.42999999997,17694
21902,167.93893129770993,410,262
21903,197.96341042457715,15152.06,5794
21904,225.32387415175816,27753.210000000003,6484
21905,NA,139,NA
21908,NA,10,NA
21911,100.87363775556156,18688.95999999996,11103
21912,78.28947368421052,4150.6,1520
21913,103.21864594894562,2956.27,901
21914,141.7910447761194,2967.6400000000003,804
21915,289.1566265060241,16423.720000000012,2739
21916,489.36170212765956,382,47
21917,82.796232027764,6169.52,2017
21918,139.7824577644064,11263.31,4321
21919,342.512908777969,19727.17,2905
21920,16.7890870933893,331,953
21921,154.22885572139302,152703.25000000015,45225
21922,NA,5898,NA
21925,NA,100,NA
21928,NA,50,NA
21929,NA,100,NA
21930,458.3333333333333,2363,120
21937,NA,50,NA
21942,NA,561.24,NA
21943,NA,160,NA
21944,NA,374,NA
21945,NA,35,NA
21946,NA,50,NA
21947,NA,105,NA
21950,NA,110,NA
21953,NA,12,NA
21965,NA,280,NA
21975,NA,163,NA
21991,NA,12,NA
21993,NA,221,NA
22001,NA,11,NA
22014,NA,55,NA
22017,NA,10,NA
22027,0.8240626287597858,250,2427
22042,1.1158284345743523,200,36744
22043,0.39980809211578444,140,25012
22044,1.6337547947151583,467,14078
22045,NA,183,NA
22046,0.26825473469606737,440,18639
22047,NA,7081,NA
22050,NA,25,NA
22057,NA,250.72000000000003,NA
22061,NA,28,NA
22066,0.05749439429655609,100,17393
22075,NA,63,NA
22076,NA,55,NA
22078,NA,660,NA
22085,NA,13.43,NA
2209,NA,20,NA
22093,NA,266,NA
22104,NA,220,NA
22113,NA,3,NA
22114,NA,13,NA
22117,NA,10,NA
22122,NA,920,NA
22124,0.10883169178864885,13,18377
